skill_name,count,user_id,number_of_utterances,percent(user | skill)
iot,2520,1274,4,0.15873015873015872
iot,2520,1280,4,0.15873015873015872
iot,2520,1282,1,0.03968253968253968
iot,2520,1310,1,0.03968253968253968
iot,2520,1311,1,0.03968253968253968
iot,2520,1398,10,0.3968253968253968
iot,2520,1431,11,0.4365079365079365
iot,2520,1657,1,0.03968253968253968
iot,2520,1660,1,0.03968253968253968
iot,2520,1662,1,0.03968253968253968
iot,2520,1681,1,0.03968253968253968
iot,2520,1720,1,0.03968253968253968
iot,2520,1728,1,0.03968253968253968
iot,2520,1734,5,0.1984126984126984
iot,2520,1739,1,0.03968253968253968
iot,2520,1777,1,0.03968253968253968
iot,2520,1782,1,0.03968253968253968
iot,2520,1783,1,0.03968253968253968
iot,2520,1848,2,0.07936507936507936
iot,2520,1849,1,0.03968253968253968
iot,2520,1899,9,0.35714285714285715
iot,2520,1907,1,0.03968253968253968
iot,2520,1937,5,0.1984126984126984
iot,2520,1981,1,0.03968253968253968
iot,2520,2043,4,0.15873015873015872
iot,2520,2069,4,0.15873015873015872
iot,2520,2073,1,0.03968253968253968
iot,2520,2074,1,0.03968253968253968
iot,2520,2119,1,0.03968253968253968
iot,2520,2122,1,0.03968253968253968
iot,2520,2160,1,0.03968253968253968
iot,2520,2206,1,0.03968253968253968
iot,2520,2226,13,0.5158730158730158
iot,2520,2242,2,0.07936507936507936
iot,2520,2251,3,0.11904761904761905
iot,2520,2254,1,0.03968253968253968
iot,2520,2264,1,0.03968253968253968
iot,2520,2287,1,0.03968253968253968
iot,2520,2289,1,0.03968253968253968
iot,2520,2301,1,0.03968253968253968
iot,2520,2308,6,0.2380952380952381
iot,2520,2358,1,0.03968253968253968
iot,2520,2399,1,0.03968253968253968
iot,2520,2450,1,0.03968253968253968
iot,2520,2490,1,0.03968253968253968
iot,2520,2553,1,0.03968253968253968
iot,2520,2561,1,0.03968253968253968
iot,2520,2577,1,0.03968253968253968
iot,2520,2709,1,0.03968253968253968
iot,2520,2728,1,0.03968253968253968
iot,2520,2738,1,0.03968253968253968
iot,2520,2763,1,0.03968253968253968
iot,2520,2772,1,0.03968253968253968
iot,2520,2782,1,0.03968253968253968
iot,2520,2793,1,0.03968253968253968
iot,2520,2811,1,0.03968253968253968
iot,2520,2900,1,0.03968253968253968
iot,2520,2962,1,0.03968253968253968
iot,2520,2971,4,0.15873015873015872
iot,2520,2978,1,0.03968253968253968
iot,2520,3003,1,0.03968253968253968
iot,2520,3036,1,0.03968253968253968
iot,2520,3045,1,0.03968253968253968
iot,2520,3046,7,0.2777777777777778
iot,2520,3047,1,0.03968253968253968
iot,2520,3129,5,0.1984126984126984
iot,2520,3158,4,0.15873015873015872
iot,2520,3197,1,0.03968253968253968
iot,2520,3241,1,0.03968253968253968
iot,2520,3261,2,0.07936507936507936
iot,2520,3267,6,0.2380952380952381
iot,2520,3288,1,0.03968253968253968
iot,2520,3325,1,0.03968253968253968
iot,2520,3331,1,0.03968253968253968
iot,2520,3337,2,0.07936507936507936
iot,2520,3345,1,0.03968253968253968
iot,2520,3384,1,0.03968253968253968
iot,2520,3391,1,0.03968253968253968
iot,2520,3405,1,0.03968253968253968
iot,2520,3411,1,0.03968253968253968
iot,2520,3426,1,0.03968253968253968
iot,2520,3463,1,0.03968253968253968
iot,2520,3477,2,0.07936507936507936
iot,2520,3507,1,0.03968253968253968
iot,2520,3536,1,0.03968253968253968
iot,2520,3607,6,0.2380952380952381
iot,2520,3612,1,0.03968253968253968
iot,2520,3683,1,0.03968253968253968
iot,2520,3688,1,0.03968253968253968
iot,2520,3803,1,0.03968253968253968
iot,2520,4041,2,0.07936507936507936
iot,2520,4087,1,0.03968253968253968
iot,2520,4100,1,0.03968253968253968
iot,2520,4106,4,0.15873015873015872
iot,2520,4139,1,0.03968253968253968
iot,2520,4200,1,0.03968253968253968
iot,2520,4201,3,0.11904761904761905
iot,2520,4250,3,0.11904761904761905
iot,2520,4251,1,0.03968253968253968
iot,2520,4542,3,0.11904761904761905
iot,2520,4569,1,0.03968253968253968
iot,2520,4604,3,0.11904761904761905
iot,2520,4611,1,0.03968253968253968
iot,2520,4623,1,0.03968253968253968
iot,2520,4647,1,0.03968253968253968
iot,2520,4697,2,0.07936507936507936
iot,2520,4705,1,0.03968253968253968
iot,2520,4794,1,0.03968253968253968
iot,2520,4828,1,0.03968253968253968
iot,2520,4872,1,0.03968253968253968
iot,2520,4881,2,0.07936507936507936
iot,2520,4934,2,0.07936507936507936
iot,2520,5021,1,0.03968253968253968
iot,2520,5041,1,0.03968253968253968
iot,2520,5055,5,0.1984126984126984
iot,2520,5106,1,0.03968253968253968
iot,2520,5114,2,0.07936507936507936
iot,2520,5164,1,0.03968253968253968
iot,2520,5165,1,0.03968253968253968
iot,2520,5192,1,0.03968253968253968
iot,2520,5215,1,0.03968253968253968
iot,2520,5256,2,0.07936507936507936
iot,2520,5386,1,0.03968253968253968
iot,2520,5395,1,0.03968253968253968
iot,2520,5421,1,0.03968253968253968
iot,2520,5500,2,0.07936507936507936
iot,2520,5507,1,0.03968253968253968
iot,2520,5518,1,0.03968253968253968
iot,2520,5629,1,0.03968253968253968
iot,2520,5668,1,0.03968253968253968
iot,2520,5671,1,0.03968253968253968
iot,2520,5675,3,0.11904761904761905
iot,2520,5842,1,0.03968253968253968
iot,2520,5843,4,0.15873015873015872
iot,2520,5877,2,0.07936507936507936
iot,2520,5880,1,0.03968253968253968
iot,2520,5886,1,0.03968253968253968
iot,2520,5938,1,0.03968253968253968
iot,2520,5947,3,0.11904761904761905
iot,2520,5963,1,0.03968253968253968
iot,2520,5967,1,0.03968253968253968
iot,2520,5977,1,0.03968253968253968
iot,2520,5993,1,0.03968253968253968
iot,2520,6029,1,0.03968253968253968
iot,2520,6043,5,0.1984126984126984
iot,2520,6055,1,0.03968253968253968
iot,2520,6070,1,0.03968253968253968
iot,2520,6080,45,1.7857142857142856
iot,2520,6090,1,0.03968253968253968
iot,2520,6092,1,0.03968253968253968
iot,2520,6095,1,0.03968253968253968
iot,2520,6122,3,0.11904761904761905
iot,2520,6123,1,0.03968253968253968
iot,2520,6135,8,0.31746031746031744
iot,2520,6207,1,0.03968253968253968
iot,2520,6244,1,0.03968253968253968
iot,2520,6255,1,0.03968253968253968
iot,2520,6259,3,0.11904761904761905
iot,2520,6277,1,0.03968253968253968
iot,2520,6299,1,0.03968253968253968
iot,2520,6361,2,0.07936507936507936
iot,2520,6364,3,0.11904761904761905
iot,2520,6455,1,0.03968253968253968
iot,2520,6482,1,0.03968253968253968
iot,2520,6483,1,0.03968253968253968
iot,2520,6529,1,0.03968253968253968
iot,2520,6633,1,0.03968253968253968
iot,2520,6636,1,0.03968253968253968
iot,2520,6649,1,0.03968253968253968
iot,2520,6652,1,0.03968253968253968
iot,2520,6657,1,0.03968253968253968
iot,2520,6687,2,0.07936507936507936
iot,2520,6693,1,0.03968253968253968
iot,2520,6703,1,0.03968253968253968
iot,2520,6725,1,0.03968253968253968
iot,2520,6741,1,0.03968253968253968
iot,2520,6762,1,0.03968253968253968
iot,2520,6763,1,0.03968253968253968
iot,2520,6765,1,0.03968253968253968
iot,2520,6767,10,0.3968253968253968
iot,2520,6769,1,0.03968253968253968
iot,2520,6877,1,0.03968253968253968
iot,2520,6893,1,0.03968253968253968
iot,2520,6910,1,0.03968253968253968
iot,2520,6916,1,0.03968253968253968
iot,2520,6918,8,0.31746031746031744
iot,2520,6972,1,0.03968253968253968
iot,2520,6993,1,0.03968253968253968
iot,2520,7004,1,0.03968253968253968
iot,2520,7010,1,0.03968253968253968
iot,2520,7035,1,0.03968253968253968
iot,2520,7041,1,0.03968253968253968
iot,2520,7047,1,0.03968253968253968
iot,2520,7053,1,0.03968253968253968
iot,2520,7059,1,0.03968253968253968
iot,2520,7061,1,0.03968253968253968
iot,2520,7102,3,0.11904761904761905
iot,2520,7112,2,0.07936507936507936
iot,2520,7114,1,0.03968253968253968
iot,2520,7125,4,0.15873015873015872
iot,2520,7135,3,0.11904761904761905
iot,2520,7136,4,0.15873015873015872
iot,2520,7161,1,0.03968253968253968
iot,2520,7170,20,0.7936507936507936
iot,2520,7212,1,0.03968253968253968
iot,2520,7265,3,0.11904761904761905
iot,2520,7281,2,0.07936507936507936
iot,2520,7298,1,0.03968253968253968
iot,2520,7305,1,0.03968253968253968
iot,2520,7330,1,0.03968253968253968
iot,2520,7356,2,0.07936507936507936
iot,2520,7366,4,0.15873015873015872
iot,2520,7445,2,0.07936507936507936
iot,2520,7451,1,0.03968253968253968
iot,2520,7485,1,0.03968253968253968
iot,2520,7549,1,0.03968253968253968
iot,2520,7551,1,0.03968253968253968
iot,2520,7562,2,0.07936507936507936
iot,2520,7687,11,0.4365079365079365
iot,2520,7701,2,0.07936507936507936
iot,2520,7739,1,0.03968253968253968
iot,2520,7763,2,0.07936507936507936
iot,2520,7771,1,0.03968253968253968
iot,2520,7773,1,0.03968253968253968
iot,2520,7774,5,0.1984126984126984
iot,2520,7801,1,0.03968253968253968
iot,2520,7808,1,0.03968253968253968
iot,2520,7821,4,0.15873015873015872
iot,2520,7831,2,0.07936507936507936
iot,2520,7835,1,0.03968253968253968
iot,2520,7851,1,0.03968253968253968
iot,2520,7864,1,0.03968253968253968
iot,2520,7879,1,0.03968253968253968
iot,2520,7989,1,0.03968253968253968
iot,2520,8005,1,0.03968253968253968
iot,2520,8017,1,0.03968253968253968
iot,2520,8023,1,0.03968253968253968
iot,2520,8037,3,0.11904761904761905
iot,2520,8043,2,0.07936507936507936
iot,2520,8083,1,0.03968253968253968
iot,2520,8084,1,0.03968253968253968
iot,2520,8098,1,0.03968253968253968
iot,2520,8104,1,0.03968253968253968
iot,2520,8116,1,0.03968253968253968
iot,2520,8122,1,0.03968253968253968
iot,2520,8150,1,0.03968253968253968
iot,2520,8243,1,0.03968253968253968
iot,2520,8279,1,0.03968253968253968
iot,2520,8408,1,0.03968253968253968
iot,2520,8450,1,0.03968253968253968
iot,2520,8472,1,0.03968253968253968
iot,2520,8476,6,0.2380952380952381
iot,2520,8480,2,0.07936507936507936
iot,2520,8490,1,0.03968253968253968
iot,2520,8581,1,0.03968253968253968
iot,2520,8622,4,0.15873015873015872
iot,2520,8671,1,0.03968253968253968
iot,2520,8684,1,0.03968253968253968
iot,2520,8692,2,0.07936507936507936
iot,2520,8756,1,0.03968253968253968
iot,2520,8835,2,0.07936507936507936
iot,2520,8869,2,0.07936507936507936
iot,2520,8887,5,0.1984126984126984
iot,2520,8888,1,0.03968253968253968
iot,2520,9013,1,0.03968253968253968
iot,2520,9158,1,0.03968253968253968
iot,2520,9169,1,0.03968253968253968
iot,2520,9189,1,0.03968253968253968
iot,2520,9208,1,0.03968253968253968
iot,2520,9220,1,0.03968253968253968
iot,2520,9256,5,0.1984126984126984
iot,2520,9262,1,0.03968253968253968
iot,2520,9288,1,0.03968253968253968
iot,2520,9316,1,0.03968253968253968
iot,2520,9334,5,0.1984126984126984
iot,2520,9361,2,0.07936507936507936
iot,2520,9431,4,0.15873015873015872
iot,2520,9445,1,0.03968253968253968
iot,2520,9458,1,0.03968253968253968
iot,2520,9467,3,0.11904761904761905
iot,2520,9488,1,0.03968253968253968
iot,2520,9502,1,0.03968253968253968
iot,2520,9547,1,0.03968253968253968
iot,2520,9559,1,0.03968253968253968
iot,2520,9710,1,0.03968253968253968
iot,2520,9776,1,0.03968253968253968
iot,2520,9781,1,0.03968253968253968
iot,2520,9785,1,0.03968253968253968
iot,2520,9839,1,0.03968253968253968
iot,2520,9842,1,0.03968253968253968
iot,2520,9853,4,0.15873015873015872
iot,2520,9897,1,0.03968253968253968
iot,2520,9906,1,0.03968253968253968
iot,2520,9963,1,0.03968253968253968
iot,2520,10008,1,0.03968253968253968
iot,2520,10028,2,0.07936507936507936
iot,2520,10049,1,0.03968253968253968
iot,2520,10088,1,0.03968253968253968
iot,2520,10089,6,0.2380952380952381
iot,2520,10129,1,0.03968253968253968
iot,2520,10149,1,0.03968253968253968
iot,2520,10163,5,0.1984126984126984
iot,2520,10169,1,0.03968253968253968
iot,2520,10247,1,0.03968253968253968
iot,2520,10281,2,0.07936507936507936
iot,2520,10283,1,0.03968253968253968
iot,2520,10306,2,0.07936507936507936
iot,2520,10307,1,0.03968253968253968
iot,2520,10315,1,0.03968253968253968
iot,2520,10323,5,0.1984126984126984
iot,2520,10324,1,0.03968253968253968
iot,2520,10334,5,0.1984126984126984
iot,2520,10340,1,0.03968253968253968
iot,2520,10341,1,0.03968253968253968
iot,2520,10401,2,0.07936507936507936
iot,2520,10402,1,0.03968253968253968
iot,2520,10434,1,0.03968253968253968
iot,2520,10442,4,0.15873015873015872
iot,2520,10450,1,0.03968253968253968
iot,2520,10452,2,0.07936507936507936
iot,2520,10508,1,0.03968253968253968
iot,2520,10519,4,0.15873015873015872
iot,2520,10521,1,0.03968253968253968
iot,2520,10529,2,0.07936507936507936
iot,2520,10562,1,0.03968253968253968
iot,2520,10567,2,0.07936507936507936
iot,2520,10595,1,0.03968253968253968
iot,2520,10612,1,0.03968253968253968
iot,2520,10647,1,0.03968253968253968
iot,2520,10665,1,0.03968253968253968
iot,2520,10666,6,0.2380952380952381
iot,2520,10692,5,0.1984126984126984
iot,2520,10705,5,0.1984126984126984
iot,2520,10706,1,0.03968253968253968
iot,2520,10707,1,0.03968253968253968
iot,2520,10710,1,0.03968253968253968
iot,2520,10749,4,0.15873015873015872
iot,2520,10750,1,0.03968253968253968
iot,2520,10757,3,0.11904761904761905
iot,2520,10763,1,0.03968253968253968
iot,2520,10771,1,0.03968253968253968
iot,2520,10773,1,0.03968253968253968
iot,2520,10778,1,0.03968253968253968
iot,2520,10780,4,0.15873015873015872
iot,2520,10788,1,0.03968253968253968
iot,2520,10807,1,0.03968253968253968
iot,2520,10832,1,0.03968253968253968
iot,2520,10840,1,0.03968253968253968
iot,2520,10850,3,0.11904761904761905
iot,2520,10851,1,0.03968253968253968
iot,2520,10852,1,0.03968253968253968
iot,2520,10855,1,0.03968253968253968
iot,2520,10865,1,0.03968253968253968
iot,2520,10881,1,0.03968253968253968
iot,2520,10902,1,0.03968253968253968
iot,2520,10904,7,0.2777777777777778
iot,2520,10910,9,0.35714285714285715
iot,2520,10916,1,0.03968253968253968
iot,2520,10920,9,0.35714285714285715
iot,2520,10928,1,0.03968253968253968
iot,2520,10942,1,0.03968253968253968
iot,2520,10966,2,0.07936507936507936
iot,2520,10971,9,0.35714285714285715
iot,2520,10974,2,0.07936507936507936
iot,2520,10982,1,0.03968253968253968
iot,2520,11010,1,0.03968253968253968
iot,2520,11014,1,0.03968253968253968
iot,2520,11033,1,0.03968253968253968
iot,2520,11034,2,0.07936507936507936
iot,2520,11116,5,0.1984126984126984
iot,2520,11132,1,0.03968253968253968
iot,2520,11134,1,0.03968253968253968
iot,2520,11195,1,0.03968253968253968
iot,2520,11223,3,0.11904761904761905
iot,2520,11236,1,0.03968253968253968
iot,2520,11249,1,0.03968253968253968
iot,2520,11254,2,0.07936507936507936
iot,2520,11256,1,0.03968253968253968
iot,2520,11257,2,0.07936507936507936
iot,2520,11292,1,0.03968253968253968
iot,2520,11346,2,0.07936507936507936
iot,2520,11382,1,0.03968253968253968
iot,2520,11428,3,0.11904761904761905
iot,2520,11437,1,0.03968253968253968
iot,2520,11438,1,0.03968253968253968
iot,2520,11453,5,0.1984126984126984
iot,2520,11520,1,0.03968253968253968
iot,2520,11529,1,0.03968253968253968
iot,2520,11571,1,0.03968253968253968
iot,2520,11600,1,0.03968253968253968
iot,2520,11607,3,0.11904761904761905
iot,2520,11629,3,0.11904761904761905
iot,2520,11631,1,0.03968253968253968
iot,2520,11638,1,0.03968253968253968
iot,2520,11691,2,0.07936507936507936
iot,2520,11697,1,0.03968253968253968
iot,2520,11738,1,0.03968253968253968
iot,2520,11744,1,0.03968253968253968
iot,2520,11748,1,0.03968253968253968
iot,2520,11772,4,0.15873015873015872
iot,2520,11792,1,0.03968253968253968
iot,2520,11796,3,0.11904761904761905
iot,2520,11827,3,0.11904761904761905
iot,2520,11845,2,0.07936507936507936
iot,2520,11858,1,0.03968253968253968
iot,2520,11863,2,0.07936507936507936
iot,2520,11887,1,0.03968253968253968
iot,2520,11907,1,0.03968253968253968
iot,2520,11911,2,0.07936507936507936
iot,2520,11928,1,0.03968253968253968
iot,2520,11934,5,0.1984126984126984
iot,2520,11949,1,0.03968253968253968
iot,2520,11968,2,0.07936507936507936
iot,2520,11987,1,0.03968253968253968
iot,2520,11990,1,0.03968253968253968
iot,2520,12013,1,0.03968253968253968
iot,2520,12057,1,0.03968253968253968
iot,2520,12060,1,0.03968253968253968
iot,2520,12091,1,0.03968253968253968
iot,2520,12107,1,0.03968253968253968
iot,2520,12208,1,0.03968253968253968
iot,2520,12274,1,0.03968253968253968
iot,2520,12409,1,0.03968253968253968
iot,2520,12529,1,0.03968253968253968
iot,2520,12532,4,0.15873015873015872
iot,2520,12693,5,0.1984126984126984
iot,2520,12714,1,0.03968253968253968
iot,2520,12730,4,0.15873015873015872
iot,2520,12755,1,0.03968253968253968
iot,2520,12772,1,0.03968253968253968
iot,2520,12776,1,0.03968253968253968
iot,2520,12780,1,0.03968253968253968
iot,2520,12782,1,0.03968253968253968
iot,2520,12783,1,0.03968253968253968
iot,2520,12790,1,0.03968253968253968
iot,2520,12836,1,0.03968253968253968
iot,2520,12869,1,0.03968253968253968
iot,2520,12886,1,0.03968253968253968
iot,2520,12899,2,0.07936507936507936
iot,2520,12901,2,0.07936507936507936
iot,2520,12909,1,0.03968253968253968
iot,2520,12910,6,0.2380952380952381
iot,2520,12914,1,0.03968253968253968
iot,2520,12939,1,0.03968253968253968
iot,2520,12954,1,0.03968253968253968
iot,2520,12965,1,0.03968253968253968
iot,2520,12988,1,0.03968253968253968
iot,2520,13021,1,0.03968253968253968
iot,2520,13111,1,0.03968253968253968
iot,2520,13137,4,0.15873015873015872
iot,2520,13141,2,0.07936507936507936
iot,2520,13147,1,0.03968253968253968
iot,2520,13148,2,0.07936507936507936
iot,2520,13160,1,0.03968253968253968
iot,2520,13171,1,0.03968253968253968
iot,2520,13191,3,0.11904761904761905
iot,2520,13205,1,0.03968253968253968
iot,2520,13209,1,0.03968253968253968
iot,2520,13211,3,0.11904761904761905
iot,2520,13238,1,0.03968253968253968
iot,2520,13264,3,0.11904761904761905
iot,2520,13281,1,0.03968253968253968
iot,2520,13286,1,0.03968253968253968
iot,2520,13323,1,0.03968253968253968
iot,2520,13354,6,0.2380952380952381
iot,2520,13391,1,0.03968253968253968
iot,2520,13405,1,0.03968253968253968
iot,2520,13437,1,0.03968253968253968
iot,2520,13450,1,0.03968253968253968
iot,2520,13477,1,0.03968253968253968
iot,2520,13479,1,0.03968253968253968
iot,2520,13488,1,0.03968253968253968
iot,2520,13489,1,0.03968253968253968
iot,2520,13542,2,0.07936507936507936
iot,2520,13553,1,0.03968253968253968
iot,2520,13586,1,0.03968253968253968
iot,2520,13609,4,0.15873015873015872
iot,2520,13615,1,0.03968253968253968
iot,2520,13616,2,0.07936507936507936
iot,2520,13625,9,0.35714285714285715
iot,2520,13649,1,0.03968253968253968
iot,2520,13655,1,0.03968253968253968
iot,2520,13661,1,0.03968253968253968
iot,2520,13694,1,0.03968253968253968
iot,2520,13705,2,0.07936507936507936
iot,2520,13708,1,0.03968253968253968
iot,2520,13711,1,0.03968253968253968
iot,2520,13719,1,0.03968253968253968
iot,2520,13724,1,0.03968253968253968
iot,2520,13729,1,0.03968253968253968
iot,2520,13737,1,0.03968253968253968
iot,2520,13748,1,0.03968253968253968
iot,2520,13770,4,0.15873015873015872
iot,2520,13789,5,0.1984126984126984
iot,2520,13804,1,0.03968253968253968
iot,2520,13810,1,0.03968253968253968
iot,2520,13812,1,0.03968253968253968
iot,2520,13814,2,0.07936507936507936
iot,2520,13816,1,0.03968253968253968
iot,2520,13823,1,0.03968253968253968
iot,2520,13824,1,0.03968253968253968
iot,2520,13830,1,0.03968253968253968
iot,2520,13833,1,0.03968253968253968
iot,2520,13845,5,0.1984126984126984
iot,2520,13847,11,0.4365079365079365
iot,2520,13848,9,0.35714285714285715
iot,2520,13852,1,0.03968253968253968
iot,2520,13918,1,0.03968253968253968
iot,2520,13930,1,0.03968253968253968
iot,2520,13932,1,0.03968253968253968
iot,2520,13936,1,0.03968253968253968
iot,2520,13969,1,0.03968253968253968
iot,2520,13982,1,0.03968253968253968
iot,2520,13985,1,0.03968253968253968
iot,2520,13991,5,0.1984126984126984
iot,2520,13995,4,0.15873015873015872
iot,2520,14001,4,0.15873015873015872
iot,2520,14002,3,0.11904761904761905
iot,2520,14003,1,0.03968253968253968
iot,2520,14010,1,0.03968253968253968
iot,2520,14037,3,0.11904761904761905
iot,2520,14057,1,0.03968253968253968
iot,2520,14058,1,0.03968253968253968
iot,2520,14062,2,0.07936507936507936
iot,2520,14063,7,0.2777777777777778
iot,2520,14066,1,0.03968253968253968
iot,2520,14116,1,0.03968253968253968
iot,2520,14121,1,0.03968253968253968
iot,2520,14132,3,0.11904761904761905
iot,2520,14155,1,0.03968253968253968
iot,2520,14156,1,0.03968253968253968
iot,2520,14161,1,0.03968253968253968
iot,2520,14165,1,0.03968253968253968
iot,2520,14210,3,0.11904761904761905
iot,2520,14220,1,0.03968253968253968
iot,2520,14231,1,0.03968253968253968
iot,2520,14240,1,0.03968253968253968
iot,2520,14304,1,0.03968253968253968
iot,2520,14334,2,0.07936507936507936
iot,2520,14352,1,0.03968253968253968
iot,2520,14358,1,0.03968253968253968
iot,2520,14383,4,0.15873015873015872
iot,2520,14398,1,0.03968253968253968
iot,2520,14419,1,0.03968253968253968
iot,2520,14420,2,0.07936507936507936
iot,2520,14424,1,0.03968253968253968
iot,2520,14435,1,0.03968253968253968
iot,2520,14452,1,0.03968253968253968
iot,2520,14470,1,0.03968253968253968
iot,2520,14479,2,0.07936507936507936
iot,2520,14482,5,0.1984126984126984
iot,2520,14503,1,0.03968253968253968
iot,2520,14505,1,0.03968253968253968
iot,2520,14511,3,0.11904761904761905
iot,2520,14532,2,0.07936507936507936
iot,2520,14542,1,0.03968253968253968
iot,2520,14576,1,0.03968253968253968
iot,2520,14583,1,0.03968253968253968
iot,2520,14585,6,0.2380952380952381
iot,2520,14589,6,0.2380952380952381
iot,2520,14626,1,0.03968253968253968
iot,2520,14646,3,0.11904761904761905
iot,2520,14647,1,0.03968253968253968
iot,2520,14652,1,0.03968253968253968
iot,2520,14672,1,0.03968253968253968
iot,2520,14683,8,0.31746031746031744
iot,2520,14695,2,0.07936507936507936
iot,2520,14713,1,0.03968253968253968
iot,2520,14717,1,0.03968253968253968
iot,2520,14724,1,0.03968253968253968
iot,2520,14725,1,0.03968253968253968
iot,2520,14734,5,0.1984126984126984
iot,2520,14745,6,0.2380952380952381
